,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,23.400000000000034,60,1018,Sky is Clear,1435387660,1.5,70,Mantova,2015-06-27 08:47:40,121
1,25.600000000000023,54,1018,Sky is Clear,1435390815,1.5,110,Mantova,2015-06-27 09:40:15,121
2,27.230000000000018,39,1018,Sky is Clear,1435394208,1.5,170,Mantova,2015-06-27 10:36:48,121
3,28.110000000000014,32,1018,Sky is Clear,1435398705,1.5,210,Mantova,2015-06-27 11:51:45,121
4,28.879999999999995,35,1018,Sky is Clear,1435402130,1.5,180,Mantova,2015-06-27 12:48:50,121
5,29.640000000000043,28,1017,Sky is Clear,1435405756,2.1,150,Mantova,2015-06-27 13:49:16,121
6,30.03000000000003,28,1017,Sky is Clear,1435409417,2.1,210,Mantova,2015-06-27 14:50:17,121
7,30.32000000000005,28,1015,Sky is Clear,1435416616,1,290,Mantova,2015-06-27 16:50:16,121
8,30.57000000000005,30,1015,Sky is Clear,1435420241,2.6,230,Mantova,2015-06-27 17:50:41,121
9,29.900000000000034,33,1014,few clouds,1435423979,1.5,200,Mantova,2015-06-27 18:52:59,121
10,29.74000000000001,39,1014,scattered clouds,1435427605,1,210,Mantova,2015-06-27 19:53:25,121
11,23.129999999999995,94,1017,scattered clouds,1435438093,4.6,70,Mantova,2015-06-27 22:48:13,121
12,21.920000000000016,94,1017,thunderstorm,1435441917,2.6,90,Mantova,2015-06-27 23:51:57,121
13,21.680000000000007,94,1017,thunderstorm,1435445550,2.6,100,Mantova,2015-06-28 00:52:30,121
14,20.879999999999995,100,1018,Sky is Clear,1435452903,2.1,20,Mantova,2015-06-28 02:55:03,121
15,20.689999999999998,100,1018,Sky is Clear,1435456208,2.1,10,Mantova,2015-06-28 03:50:08,121
16,20.090000000000032,100,1017,Sky is Clear,1435459746,2.1,350,Mantova,2015-06-28 04:49:06,121
17,19.03000000000003,100,1017,Sky is Clear,1435463509,2.1,350,Mantova,2015-06-28 05:51:49,121
18,19.610000000000014,93,1017,Sky is Clear,1435466891,1,320,Mantova,2015-06-28 06:48:11,121
19,21.120000000000005,82,1017,Sky is Clear,1435470592,0.5,170,Mantova,2015-06-28 07:49:52,121
