,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,22.57000000000005,67,1013,Sky is Clear,1435387607,1.03,279,Piacenza,2015-06-27 08:46:47,200
1,24.610000000000014,60,1017,Sky is Clear,1435390790,2.6,140,Piacenza,2015-06-27 09:39:50,200
2,25.480000000000018,57,1017,Sky is Clear,1435394201,2.1,160,Piacenza,2015-06-27 10:36:41,200
3,26.52000000000004,53,1012,Sky is Clear,1435398622,1.54,0,Piacenza,2015-06-27 11:50:22,200
4,28.0,49,1012,sky is clear,1435402050,1.03,230,Piacenza,2015-06-27 12:47:30,200
5,28.970000000000027,42,1011,sky is clear,1435405691,3.08,305,Piacenza,2015-06-27 13:48:11,200
6,29.720000000000027,40,1011,sky is clear,1435409355,2.06,316,Piacenza,2015-06-27 14:49:15,200
7,30.890000000000043,44,1009,scattered clouds,1435416560,1.54,347,Piacenza,2015-06-27 16:49:20,200
8,30.129999999999995,46,1008,scattered clouds,1435420160,2.5700000000000003,280,Piacenza,2015-06-27 17:49:20,200
9,30.0,46,1008,Sky is Clear,1435423882,1.54,283,Piacenza,2015-06-27 18:51:22,200
10,30.120000000000005,47,1008,Sky is Clear,1435427527,3.08,311,Piacenza,2015-06-27 19:52:07,200
11,25.30000000000001,54,1010,Sky is Clear,1435438046,1.54,36,Piacenza,2015-06-27 22:47:26,200
12,18.879999999999995,62,1011,Sky is Clear,1435441821,5.65,58,Piacenza,2015-06-27 23:50:21,200
13,22.29000000000002,67,1011,Sky is Clear,1435445468,3.6,41,Piacenza,2015-06-28 00:51:08,200
14,20.510000000000048,73,1012,Sky is Clear,1435452811,5.14,59,Piacenza,2015-06-28 02:53:31,200
15,19.629999999999995,75,1012,Sky is Clear,1435456156,2.06,3,Piacenza,2015-06-28 03:49:16,200
16,18.910000000000025,80,1012,Sky is Clear,1435459664,1.54,48,Piacenza,2015-06-28 04:47:44,200
17,19.110000000000014,82,1012,Sky is Clear,1435463430,0.89,226.003,Piacenza,2015-06-28 05:50:30,200
18,18.680000000000007,81,1013,Sky is Clear,1435466829,0.51,178,Piacenza,2015-06-28 06:47:09,200
19,20.77000000000004,72,1013,Sky is Clear,1435470506,1.06,138.501,Piacenza,2015-06-28 07:48:26,200
