,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,22.680000000000007,60,1018,Sky is Clear,1435390925,2.1,80,Asti,2015-06-27 09:42:05,315
1,24.05000000000001,60,1018,Sky is Clear,1435394243,2.6,50,Asti,2015-06-27 10:37:23,315
2,26.560000000000002,57,1018,Sky is Clear,1435399017,2.1,100,Asti,2015-06-27 11:56:57,315
3,27.200000000000045,57,1017,Sky is Clear,1435402420,2.1,70,Asti,2015-06-27 12:53:40,315
4,28.560000000000002,29,1017,Sky is Clear,1435406056,2.06,154.505,Asti,2015-06-27 13:54:16,315
5,29.53000000000003,45,1016,Sky is Clear,1435409702,1.5,50,Asti,2015-06-27 14:55:02,315
6,30.510000000000048,48,1015,Sky is Clear,1435416896,1,0,Asti,2015-06-27 16:54:56,315
7,31.439999999999998,45,1015,Sky is Clear,1435420540,1.5,140,Asti,2015-06-27 17:55:40,315
8,30.460000000000036,48,1014,Sky is Clear,1435424294,2.1,50,Asti,2015-06-27 18:58:14,315
9,28.82000000000005,54,1014,Sky is Clear,1435427934,2.1,100,Asti,2015-06-27 19:58:54,315
10,22.810000000000002,73,1015,Sky is Clear,1435438355,2.6,10,Asti,2015-06-27 22:52:35,315
11,21.870000000000005,73,1016,Sky is Clear,1435442239,3.1,340,Asti,2015-06-27 23:57:19,315
12,21.590000000000032,73,1016,Sky is Clear,1435445861,2.6,320,Asti,2015-06-28 00:57:41,315
13,20.129999999999995,77,1017,broken clouds,1435453229,2.1,340,Asti,2015-06-28 03:00:29,315
14,19.810000000000002,73,1017,broken clouds,1435456485,1.5,360,Asti,2015-06-28 03:54:45,315
15,18.439999999999998,77,1018,few clouds,1435460039,2.6,30,Asti,2015-06-28 04:53:59,315
16,18.010000000000048,77,1018,Sky is Clear,1435463877,2.1,360,Asti,2015-06-28 05:57:57,315
17,18.58000000000004,84,1016,Sky is Clear,1435467179,0.88,321.501,Asti,2015-06-28 06:52:59,315
18,20.08000000000004,73,1018,Sky is Clear,1435470849,1,0,Asti,2015-06-28 07:54:09,315
19,20.980000000000018,68,1018,Sky is Clear,1435474468,1,0,Asti,2015-06-28 08:54:28,315
