,temp,humidity,pressure,description,dt,wind_speed,wind_deg,city,day,dist
0,23.80000000000001,64,1019,Sky is Clear,1435387651,1,0,Torino,2015-06-27 08:47:31,357
1,24.680000000000007,60,1018,Sky is Clear,1435390804,2.1,80,Torino,2015-06-27 09:40:04,357
2,25.120000000000005,60,1018,Sky is Clear,1435394206,2.6,50,Torino,2015-06-27 10:36:46,357
3,25.54000000000002,60,1018,Sky is Clear,1435398681,2.6,50,Torino,2015-06-27 11:51:21,357
4,27.420000000000016,57,1017,Sky is Clear,1435402112,2.1,70,Torino,2015-06-27 12:48:32,357
5,28.970000000000027,47,1017,Sky is Clear,1435405743,1.5,60,Torino,2015-06-27 13:49:03,357
6,29.360000000000014,45,1017,Sky is Clear,1435409402,1.5,360,Torino,2015-06-27 14:50:02,357
7,30.560000000000002,45,1015,Sky is Clear,1435416605,2.1,170,Torino,2015-06-27 16:50:05,357
8,31.04000000000002,48,1015,Sky is Clear,1435420220,1,0,Torino,2015-06-27 17:50:20,357
9,31.32000000000005,48,1014,Sky is Clear,1435423957,2.1,90,Torino,2015-06-27 18:52:37,357
10,30.689999999999998,48,1014,Sky is Clear,1435427586,2.1,50,Torino,2015-06-27 19:53:06,357
11,25.150000000000034,73,1015,Sky is Clear,1435438091,2.6,10,Torino,2015-06-27 22:48:11,357
12,24.57000000000005,73,1016,Sky is Clear,1435441890,3.1,340,Torino,2015-06-27 23:51:30,357
13,24.0,73,1016,Sky is Clear,1435445529,3.1,340,Torino,2015-06-28 00:52:09,357
14,22.189999999999998,77,1017,broken clouds,1435452880,2.1,340,Torino,2015-06-28 02:54:40,357
15,20.5,77,1017,broken clouds,1435456195,2.1,340,Torino,2015-06-28 03:49:55,357
16,18.939999999999998,77,1018,few clouds,1435459725,2.6,30,Torino,2015-06-28 04:48:45,357
17,19.07000000000005,77,1018,Sky is Clear,1435463493,2.1,360,Torino,2015-06-28 05:51:33,357
18,19.05000000000001,82,1018,Sky is Clear,1435466876,1.5,10,Torino,2015-06-28 06:47:56,357
19,21.200000000000045,82,1018,Sky is Clear,1435470573,1,40,Torino,2015-06-28 07:49:33,357
